lc
1905427
1757753
1916957
3715218
5940047
4379732
3462172
2864158
4781157
4784096
5307394
7542462
3821989
1687813
2629204
2624890
2962840
2835846
5024124
7627032
4852372
2080473
3381113
4609505
4130774
1699769
5474226
2396908
1424223
5580935
2700037
4790435
4130757
4330723
4409884
5092288
8687094
4548603
5281045
4236384
2332230
3320395
3913363
1824415
4024547
1101397
3300701
5898092
3817186
10255121
7203348
6592444
6043262
3556673
2245576
4819084
2259580
4302739
1831101
4633266
3438724
5962877
4546889
5496895
1412406
800171
5862268
4213961
4316846
8476288
4634139
4516406
1149175
2044576
5906737
1098982
2477323
1289647
5064684
3882101
1884452
5394733
3709961
4047338
8868380
5076591
4724224
4678401
4739023
1713657
4145439
1794748
2373385
4821588
3973242
1815886
4969887
2444460
7192066
4110940
6251184
4643310
4662850
7739625
4022693
5781393
6976658
6603902
5322141
6169393
2186797
3618942
1089507
4911962
5856653
6720475
9518355
6037372
5001507
5432248
6802275
3482431
9764329
4336774
4904905
3280739
2312820
2779004
3793795
7588917
1476540
3772658
3991862
3378758
929891
3397026
4926762
3605232
1250735
1740813
4413225
4687752
8131916
3507578
7901791
3997673
9260739
9996915
1174475
3970823
5614430
3807610
3169632
5091501
4428488
2162620
4456158
7749807
5872906
4995649
3242730
1411226
3806580
3476017
6235551
5561607
1441176
2806560
3566924
3059781
3420663
1620636
4120972
7006723
4260956
4412626
7566680
2315729
3016272
1256179
6943122
1082649
3573285
1636894
6568637
1166318
2141625
1425708
4218314
3678419
3860187
2335554
3657552
2819382
1329118
1824078
10055885
3460672
5703062
4048896
5776489
4890228
4410222
4451989
6267209
7315997
3645417
9932770
3486824
3018715
1197102
5147521
2710348
4647125
2458980
3931173
2669780
5425013
2613726
2263825
3512644
2632619
4039401
1405886
3573278
2956649
3150585
4241466
3036687
948241
3726984
4119852
2907217
4481988
2693144
2889692
3552101
3448580
4077434
2831556
4063374
3769850
1869746
3312329
5910001
3706260
2449661
3520231
3125512
3508468
4548660
6090186
2954807
4117584
3277264
4305759
3733200
3927881
3453778
3338497
7493014
6374324
3271814
3537498
4555973
3970664
9657955
5329025
4007652
3816133
1667963
1273487
3104441
4828742
4630208
4418963
4675851
5172321
3307355
3184463
4826231
3238961
3771908
3673981
4734256
4739525
5102988
5594349
3434335
4228135
3292823
6681391
3657539
4252845
3179447
2168830
3847516
5553468
5891833
3225963
3480651
3462782
3077946
2785228
4560019
2891224
1283357
5818699
5122812
1711343
4030805
5173899
3306265
2848600
4094333
5276145
2806405
1247719
3396371
2361597
3702721
2477918
2711036
5060989
4919031
3649260
3982879
2696707
2470760
3662554
2876783
2679282
2792382
1749391
3117857
2398305
4447501
2548180
2421275
3425212
2205562
2384756
2385298
2412518
3543782
2494180
2581671
3788420
2167064
2646245
3947237
2075366
2381038
2099133
3369989
2262804
2274398
2676388
1907231
2191167
1903382
3656710
3011814
1842392
1909812
4824240
1990469
1930353
2751908
2057101
2136494
1891890
1993670
4448843
1955072
3179700
1950205
2135517
2193667
2106824
3882291
2296106
1987904
1959578
3138575
2350977
2044904
1939672
2119312
2793870
2327686
2412160
1089752
1917497
3606940
2072512
2991691
3021870
2737002
3237352
4849389
3248072
5010800
1966345
4681417
3124562
2179940
3891506
3733686
2499419
2440275
1793312
3032994
2194883
2658586
1373604
2718050
1980025
1412511
2619622
3559501
2654122
2128424
3956426
2441558
3395600
3234218
2935540
2711635
2018642
1952673
2377619
1697871
1489769
1343194
881496
1544760
1868498
944562
2609198
2240836
1787918
1784575
1682174
1303863
2090177
1708330
1604175
1276156
991928
1765982
1459438
1312056
1857991
1080460
1241531
1640618
1562707
2561125
1548920
1483888
1438906
1174470
1761079
1453628
1918964
1752159
2121922
1577758
1987835
2270744
2570558
1462457
1181607
990920
1793627
1666671
2249719
1805691
1615634
1808981
1322986
1019471
1926004
1119110
1357500
1466760
1058098
1246721
1180835
975554
1027309
888730
968540
1104747
896347
899390
1200493
1168563
1120121
1031235
1245645
1175610
941560
836123
1082612
1011896
818948
683144
1477357
951294
660178
635728
1295818
1010434
1055595
996204
814737
1245097
784666
770679
762963
1162605
921805
1006172
911298
757228
660505
786899
794881
856020
722456
1195713
1339329
1016879
1328219
899863
875862
1062582
852103
950448
632476
1249874
680987
592184
721658
586021
417198
648729
420989
619040
562201
708751
652005
538927
515265
705137
552503
800898
661608
606708
817910
751871
536016
540861
714805
864605
531272
456295
473568
574300
462193
742653
443945
470985
448206
557919
665504
657541
411079
509348
352061
527872
417244
710804
731074
420063
400006
522618
564177
638957
1103821
690301
1094537
